Country Name,Year,Employment Sector: Agriculture,Employment Sector: Industry,Employment Sector: Services,Unemployment Rate,GDP,Population,Continent
Suriname,1997,5.44664242,23.2591147,71.29504931,10.56,926422500,448067,South America
Sweden,1997,3.244137995,25.5609199,71.1949421,10.359,2.68E+11,8846062,Europe
Switzerland,1997,4.817543537,25.12688881,70.05559418,4.127,2.95E+11,7088906,Europe
Syrian Arab Republic,1997,28.0611901,29.44695614,42.49185376,7.31,14505233463,15417542,Asia
Tajikistan,1997,60.17586495,15.96745403,23.85668102,4.15,921518032.9,6139829,Asia
Tanzania,1997,84.12089203,2.648184715,13.23092325,3.338,11158197942,31578089,Africa
Thailand,1997,52.50368947,20.56556201,26.93074852,0.873,1.50E+11,60724584,Asia
Timor-Leste,1997,66.81421934,8.587242402,24.59821515,3.433,319972700,917184,Asia
Togo,1997,58.00162205,8.665157635,33.33322031,3.677,2116818623,4725030,Africa
Tonga,1997,35.76345073,28.51038201,35.72616726,2.857,214991452.3,100674,Oceania
Trinidad and Tobago,1997,9.506133654,26.38666755,64.1069927,15.01,5737771523,1305836,North America
Tunisia,1997,21.4380969,32.08309656,46.47884473,15.94,20746210354,9421270,Africa
Turkiye,1997,41.6760952,22.19954815,36.12435665,6.841,1.90E+11,62852966,Europe
Turkmenistan,1997,36.19912985,28.52591797,35.27487599,11,2450350625,4336730,Asia
Uganda,1997,71.16839146,7.656447159,21.17516138,3.247,6269333313,21856046,Africa
Ukraine,1997,22.07275165,24.56854443,53.35870393,8.93,50151531592,50786885,Europe
United Arab Emirates,1997,8.575280727,28.60689406,62.81782522,1.904,78839008445,2817410,Asia
United Kingdom,1997,1.854229079,26.86270958,71.28305394,7.072,1.56E+12,58316954,Europe
United States,1997,2.623535116,23.36791254,74.00855235,5,8.58E+12,272657000,North America
Uruguay,1997,8.782672432,22.05958578,69.15774179,11.44,23969739234,3223345,South America
Uzbekistan,1997,40.13482408,19.74437593,40.12079999,10.9,14744603774,23758960,Asia
Vanuatu,1997,68.89867563,4.49716658,26.60415779,8.24,272771209.1,174626,Oceania
"Venezuela, RB",1997,10.81630789,23.8769998,65.3066806,11.16,85837678560,23131685,South America
Vietnam,1997,65.28137672,12.67369344,22.04493814,2.87,26843700442,74226889,Asia
West Bank and Gaza,1997,15.02240203,36.19638165,48.78121633,10.507,3759800000,2706518,Asia
"Yemen, Rep.",1997,56.44190676,10.81693162,32.74119065,10.223,6838298531,17873936,Asia
Zambia,1997,71.92314003,7.231491732,20.84536823,13.305,4303288480,9237063,Africa
Zimbabwe,1997,64.13889064,12.838733,23.02235085,6.93,8529572287,11369827,Africa
Albania,1998,51.31901596,12.21400826,36.46706619,20.042,2600356999,3128530,Europe
Algeria,1998,22.69064912,24.78029721,52.52905367,26.853,48187781984,30054133,Africa
Angola,1998,38.16975042,8.357254391,53.473014,16.371,6506221616,15159370,Africa
Argentina,1998,12.22713018,22.01908693,65.75378289,12.65,2.99E+11,36372860,South America
Armenia,1998,56.07241718,13.70405448,30.22352835,9.4,1893726437,3208401,Europe
Australia,1998,4.849230553,22.38213033,72.76863911,7.684,4.00E+11,18607584,Oceania
Austria,1998,6.485005515,29.56381666,63.95117783,5.483,2.17E+11,7976789,Europe
Azerbaijan,1998,42.30176428,11.11981233,46.57839715,10,4446368571,7913000,Europe
"Bahamas, The",1998,3.529817899,15.29100915,81.17850907,7.65,6833220000,315368,North America
Bahrain,1998,1.776165328,28.12422204,70.09961264,1.117,7031309043,604842,Asia
Bangladesh,1998,61.98469129,9.664802264,28.35051338,2.893,49984559471,129622332,Asia
Barbados,1998,4.437230327,20.87117321,74.69159647,12.4,2817083478,262436,North America
Belarus,1998,20.39863601,34.08025772,45.52108227,14,15221352699,10071963,Europe
Belgium,1998,2.237783292,27.24501288,70.51717796,9.322,2.59E+11,10203008,Europe
Belize,1998,25.01535742,17.98390842,57.00073416,14.31,929500000,225173,North America
Benin,1998,53.16653336,17.6185963,29.21487034,1.048,2455092686,6789489,Africa
Bhutan,1998,70.56240303,5.684364765,23.7532322,1.4,363458380.9,569435,Asia
Bolivia,1998,40.67213327,19.13588146,40.19198527,2.121,8497494652,8313394,South America
Bosnia and Herzegovina,1998,21.70282529,35.83996207,42.45721263,23.295,4116774301,4089356,Europe
Botswana,1998,20.73212559,22.28241027,56.98524287,20.86,4790481509,1606899,Africa
Brazil,1998,15.05131076,23.55086964,61.3978196,10.15,8.64E+11,169159655,South America
Brunei Darussalam,1998,1.523922654,22.34835955,76.1277178,5.347,5550846025,312385,Asia
Bulgaria,1998,14.04057984,35.63354637,50.32587379,12.2,15031055047,8256786,Europe
Burkina Faso,1998,86.72925584,3.876896338,9.393847826,2.44,2804902367,11240664,Africa
Burundi,1998,92.21493811,2.195560325,5.589501567,3.159,893770740.2,6187108,Africa
Cabo Verde,1998,31.61646036,16.61557232,51.76796732,13.117,521910560.5,439784,Africa
Cambodia,1998,76.01519051,6.115599438,17.86919079,0.71,3120425503,12058173,Asia
Cameroon,1998,67.6587307,9.410278941,22.93099036,7.702,11298144990,14144860,Africa
Canada,1998,2.990998163,23.11725667,73.89174517,8.278,6.34E+11,30155173,North America
Central African Republic,1998,76.28091145,6.92226566,16.79682289,5.421,967338389.7,3628827,Africa
Chad,1998,81.69598339,2.715061446,15.58895516,0.727,1744794531,7938840,Africa
Chile,1998,14.43868952,25.52100262,60.04030786,7.307,81990010704,15127799,South America
China,1998,49.79967305,23.50043572,26.6998931,3.24,1.04E+12,1241935000,Asia
Colombia,1998,18.27219321,19.89541513,61.83238481,15,98486358581,37792165,South America
Comoros,1998,58.8470406,14.12891567,27.0249339,4.617,370106745.9,516597,Africa
"Congo, Dem. Rep.",1998,73.79751207,7.696869806,18.50561237,3.188,6217805821,47297600,Africa
"Congo, Rep.",1998,44.01705289,22.59651708,33.38643003,19.895,1949481379,2952061,Africa
Costa Rica,1998,17.13295215,23.02874752,59.83830034,5.33,13684255947,3782838,North America
Cote d'Ivoire,1998,52.33848832,12.14484682,35.51666486,4.1,19619654756,16663948,Africa
Croatia,1998,17.29284365,29.51281346,53.19428779,11.392,25890228430,4532135,Europe
Cuba,1998,24.84822035,22.73164586,52.42013379,6.23,25736331200,11034712,North America
Cyprus,1998,5.81191826,24.72545462,69.46262712,3.3,10248618778,914548,Europe
Czechia,1998,5.541835253,41.35487855,53.10326556,6.455,67187217328,10294373,Europe
Denmark,1998,3.706569368,26.45179394,69.84159947,5.039,1.77E+11,5304219,Europe
Djibouti,1998,2.520714095,4.583367895,92.89591801,27.013,514267869.3,699352,Africa
Dominican Republic,1998,17.09239841,26.11976844,56.78783315,6.301,21672215547,8310362,North America
Ecuador,1998,27.12032081,21.42072356,51.45895563,4.395,27981896948,12251184,South America
"Egypt, Arab Rep.",1998,29.8026797,22.25730989,47.94001041,8.03,84828807556,69943294,Africa
El Salvador,1998,25.0819369,24.60326041,50.31485011,7.1,10936669900,5880781,North America
Equatorial Guinea,1998,63.6700237,9.628893026,26.70108328,7.886,370687634.4,641474,Africa
Eritrea,1998,68.52531958,8.750540908,22.72413951,5.441,745523116.9,2180419,Africa
Estonia,1998,9.294305946,32.96553174,57.74000065,9.51,5674080543,1386156,Europe
Eswatini,1998,18.63672886,25.3914829,55.97223462,23.195,1576908856,1019653,Africa
Ethiopia,1998,76.74032448,6.45615572,16.8035198,3.494,8013274132,63363524,Africa
Fiji,1998,18.5420529,17.17969215,64.27791479,4.747,1653146717,822258,Oceania
Finland,1998,7.113575111,28.25642104,64.63000385,13.214,1.34E+11,5153498,Europe
France,1998,4.410660421,26.32581908,69.2635205,12.074,1.50E+12,60190684,Europe
Gabon,1998,40.46344964,9.732171033,49.80404,17.176,4483417310,1211736,Africa
"Gambia, The",1998,63.01555175,4.836183707,32.14826454,9.956,840285264.6,1376987,Africa
Georgia,1998,48.55391702,10.19781632,41.24826666,14.53,3613497317,4243607,Europe
Germany,1998,2.77992601,34.39016093,62.82991306,9.787,2.25E+12,82047195,Europe
Ghana,1998,56.08751219,13.3902108,30.52226337,8.2,7482069162,18688036,Africa
Greece,1998,17.40425123,23.4591864,59.13656237,12.227,1.40E+11,10720509,Europe
Guatemala,1998,37.5557615,23.22635181,39.21788669,2.609,19395491993,11139145,North America
Guinea,1998,71.81585781,5.368964481,22.8151777,4.488,5232118046,8081990,Africa
Guinea-Bissau,1998,61.97351381,10.01573575,28.01047193,3.39,591034143.4,1187473,Africa
Guyana,1998,27.91248454,23.2414786,48.84603686,11.731,717530683.2,763586,South America
Haiti,1998,52.2863857,10.81032529,36.90328901,7.162,3723903724,8002143,North America
Honduras,1998,34.5860552,22.97253243,42.44141238,4.02,6366340266,6234431,North America
"Hong Kong SAR, China",1998,0.332569981,25.17273021,74.49469981,4.58,1.69E+11,6543700,Asia
Hungary,1998,7.341825825,34.77886891,57.87930526,8.925,48784412624,10266570,Europe
Iceland,1998,8.648002069,26.63326005,64.71938446,3.069,8503746468,274047,Europe
India,1998,60.92875058,15.75233871,23.31890602,7.639,4.21E+11,1018665080,Asia
Indonesia,1998,44.87246046,17.77923086,37.34830979,5.459,95445547873,209826788,Asia
"Iran, Islamic Rep.",1998,23.20654823,30.6961031,46.09735502,10.358,1.10E+11,64519859,Asia
Iraq,1998,15.55978362,25.73314861,58.70706777,8.087,20617405044,22884399,Asia
Ireland,1998,9.102651481,28.67498018,62.22230512,7.699,90199410116,3712696,Europe
Israel,1998,2.327386084,25.98912253,71.68344724,10.749,1.21E+11,5971000,Asia
Italy,1998,5.76577865,32.72934523,61.50487123,12.117,1.27E+12,56906744,Europe
Jamaica,1998,20.99686087,18.2686199,60.73451923,6.86,8787195622,2569736,North America
Japan,1998,5.295660388,32.22170992,62.48262817,4.078,4.10E+12,126400000,Asia
Jordan,1998,4.350328401,20.53372179,75.11594981,13.838,7912270804,5164284,Asia
Kazakhstan,1998,36.64534427,16.36128437,46.9933566,13.13,22135245507,15647785,Asia
Kenya,1998,46.04271833,13.24258432,40.71468821,2.85,14093998844,28888057,Africa
"Korea, Rep.",1998,12.02347343,27.97953148,59.99698532,6.963,3.83E+11,46286503,Asia
Kuwait,1998,2.203854765,20.8002449,76.99590034,0.7,25943705784,1844302,Asia
Kyrgyz Republic,1998,48.99995564,13.05063498,37.94945512,1.632,1645963750,4769014.5,Asia
Lao PDR,1998,82.96824393,4.223049317,12.80870675,2.294,1280177839,5248266,Asia
Latvia,1998,19.02841755,27.05130468,53.92027777,14.454,6974112951,2410019,Europe
Lebanon,1998,6.274055037,23.9731891,69.75275586,8.564,17247179006,4181281,Asia
Lesotho,1998,49.02575303,21.661687,29.31269665,15.983,928460893.1,1998049,Africa
Liberia,1998,54.55569372,9.998464124,35.44592893,2.197,359600000,2670124,Africa
Libya,1998,14.28387506,26.19510702,59.52101792,19.282,27251301398,5140704,Africa
Lithuania,1998,19.55698163,29.06836593,51.37465243,13.711,11289161847,3549331,Europe
Luxembourg,1998,2.919044846,21.60803727,75.47291788,2.763,20150053345,424700,Europe
"Macao SAR, China",1998,0.40018329,26.94923884,72.65057787,4.607,6797792190,422300,Asia
Madagascar,1998,78.75128643,8.640368692,12.60834488,5.9,4401967633,15489364,Africa
Malawi,1998,73.37099022,7.178680362,19.45032942,4.935,2547609590,10792876,Africa
Malaysia,1998,16.46892885,31.77009388,51.76098902,3.2,72167498981,21906713,Asia
Maldives,1998,16.58261535,20.91601755,62.5025823,1.47,540096397.6,272723,Asia
Mali,1998,67.22978646,7.694340476,25.07584751,1.35,2920358711,10919573,Africa
Malta,1998,2.226074326,32.99509428,64.77814624,6.33,4010092091,385287,Europe
Mauritania,1998,45.30439881,15.67494541,39.02048585,9.984,2032347665,2474651,Africa
Mauritius,1998,11.90432191,38.27102278,49.82465531,9.269,4225813976,1160421,Africa
Mexico,1998,19.32657771,24.91099532,55.76242139,3.733,5.57E+11,95575245,North America
Moldova,1998,45.67598538,14.61631755,39.70764131,10,1698717505,2935227,Europe
Mongolia,1998,49.73505724,15.82134563,34.44359713,5.755,1124440205,2323809,Asia
Montenegro,1998,10.98193207,24.56609683,64.4519711,30.269,854261160.7,607662,Europe
Morocco,1998,43.48549396,22.00679194,34.5077141,13.393,46497608725,27621648,Africa
Mozambique,1998,83.43966695,2.698438712,13.86189434,2.64,5551118149,17340464,Africa
Myanmar,1998,62.75974969,12.05890054,25.18134517,0.776,6459461639,44257793,Asia
Namibia,1998,36.12408088,13.58340915,50.29250997,23.081,3873109866,1732745,Africa
Nepal,1998,73.9650915,11.60862523,14.42628326,10.551,4856255044,23680357,Asia
Netherlands,1998,3.489612738,22.75577142,73.75460261,4.394,4.39E+11,15707209,Europe
New Caledonia,1998,6.243470161,24.27023149,69.48755712,18.623,3556304833,214047,Oceania
New Zealand,1998,8.540128334,24.23543182,67.22443984,7.718,56227169851,3815000,Oceania
Nicaragua,1998,33.77656119,18.40299294,47.82044587,7.187,4635347386,4883655,North America
Niger,1998,78.82099409,8.31805548,12.86095043,1.389,2643363519,10741413,Africa
Nigeria,1998,50.68860012,11.22171481,38.08968507,3.935,2.18E+11,119846254,Africa
North Macedonia,1998,25.8406801,34.65124463,39.50789006,34.5,3765745023,2007523,Europe
Norway,1998,4.737625994,22.80555729,72.45686043,3.737,1.54E+11,4431464,Europe
Oman,1998,6.806543744,9.439978997,83.75334467,4.259,16044213264,2222489,Asia
Pakistan,1998,43.59521387,20.81621665,35.58856948,0.645,62191955814,146522356,Asia
Panama,1998,17.75827199,18.07393776,64.16779025,6.23,11019557700,2893914,North America
Papua New Guinea,1998,35.42514773,3.505956289,61.06889598,2.862,3789443015,5166390,Oceania
Paraguay,1998,27.49516732,19.03961054,53.46522214,4.417,9260481572,4900025,South America
Peru,1998,38.89051601,16.22985254,44.87962196,5.096,55501467877,25738095,South America
Philippines,1998,38.62759343,16.38353187,44.98887837,3.698,74492416330,75791024,Asia
Poland,1998,19.83827671,32.18367313,47.97805016,9.935,1.75E+11,38663481,Europe
Portugal,1998,13.92721554,35.20891283,50.86387163,4.64,1.24E+11,10160196,Europe
Qatar,1998,3.246516295,34.86698064,61.88650307,0.87,10255495027,580540,Asia
Romania,1998,41.97127714,28.77253745,29.25617629,5.63,41696091974,22507344,Europe
Russian Federation,1998,11.68733436,29.13024901,59.18241662,13.261,2.71E+11,147670784,Asia
Rwanda,1998,89.73411943,2.352560259,7.913320307,11.352,1989343546,8081681,Africa
Samoa,1998,43.11278301,11.51385178,45.37336521,4.128,269485244.2,178905,Oceania
Sao Tome and Principe,1998,34.29276762,16.21995551,49.48727687,14.402,72285403.84,140751,Africa
Saudi Arabia,1998,7.294224738,24.92151219,67.78424677,4.771,1.47E+11,14922185,Asia
Senegal,1998,50.69058698,12.73755659,36.57189714,2.769,6505607909,9502952,Africa
Serbia,1998,28.07981177,26.40401422,45.51617401,13.7,21004077441,7567745,Europe
Sierra Leone,1998,70.25143984,3.025266386,26.72322936,4.161,672368187.1,4295785,Africa
Singapore,1998,0.84562889,29.91382162,69.24060062,3.41,85728207782,3927213,Asia
Slovak Republic,1998,8.251243365,39.42814996,52.32065223,12.421,29976207629,5390516,Europe
Slovenia,1998,12.0696935,39.51521187,48.41509463,7.4,22058635314,1981629,Europe
Solomon Islands,1998,51.04447117,6.412616658,42.5423801,2.164,457579840.2,419071,Oceania
Somalia,1998,39.32906073,14.84364125,45.82729801,19.169,2962047564,8155417,Africa
South Africa,1998,21.93155539,26.83062354,51.23782809,22.673,1.53E+11,46223880,Africa
Spain,1998,7.697900853,30.50774862,61.79435052,18.673,6.19E+11,40223509,Europe
Sri Lanka,1998,41.57799852,21.68424297,36.73775851,9.17,15794972847,18596003,Asia
St. Lucia,1998,23.1362959,18.75358221,58.11012189,21.6,877407407.4,154677,North America
St. Vincent and the Grenadines,1998,18.4196918,21.15265281,60.42506981,20.514,373618518.5,113180,North America
Sudan,1998,52.68678385,14.2845742,33.02864194,15.336,11250221537,26458999,Africa
Suriname,1998,5.79662192,25.97608244,68.22729565,10.63,1110850000,457406,South America
Sweden,1998,3.05916965,25.89184619,71.0490088,8.941,2.71E+11,8850974,Europe
Switzerland,1998,4.926498653,24.91203843,70.16148895,3.568,3.03E+11,7110001,Europe
Syrian Arab Republic,1998,27.85301628,28.97839459,43.16858914,7.376,15200846154,15820413,Asia
Tajikistan,1998,60.37487021,15.67170301,23.95342678,4.65,1320199582,6176397,Asia
Tanzania,1998,83.87377626,2.690009978,13.43620712,3.28,12172790056,32420458,Africa
Thailand,1998,54.07074652,18.67004428,27.25921529,3.404,1.14E+11,61522630,Asia
Timor-Leste,1998,67.29978504,8.242286846,24.45792811,3.445,325729800,942530,Asia
Togo,1998,57.86113727,7.95686314,34.18199959,3.826,2241650112,4860913,Africa
Tonga,1998,35.38325438,28.75977399,35.85982535,3.356,191504892.8,101388,Oceania
Trinidad and Tobago,1998,8.141910767,28.20456541,63.65332429,14.21,6043686654,1310225,North America
Tunisia,1998,21.08632589,32.12349725,46.79013954,15.476,21802893587,9541667,Africa
Turkiye,1998,41.50422462,21.94872065,36.54704994,6.888,2.76E+11,63734383,Europe
Turkmenistan,1998,36.04910213,28.38762613,35.56334785,12.2,2605689134,4410507,Asia
Uganda,1998,70.81638045,7.677277553,21.506342,3.437,6584815847,22515806,Africa
Ukraine,1998,22.64083699,23.82209842,53.53705974,11.32,41882523345,50379731,Europe
United Arab Emirates,1998,8.481643816,28.60630681,62.91198758,2.068,75674336283,3040421,Asia
United Kingdom,1998,1.718116205,26.66609029,71.61578253,6.198,1.65E+12,58487141,Europe
United States,1998,2.569543737,23.20957203,74.22087392,4.511,9.06E+12,275854000,North America
Uruguay,1998,10.77941544,21.8392823,67.38137573,9.362,25385886978,3239280,South America
Uzbekistan,1998,39.39548572,19.70233494,40.90216676,13.3,14988971211,24134929,Asia
Vanuatu,1998,68.33330775,4.525567615,27.14112464,8.24,262293410.7,178313,Oceania
"Venezuela, RB",1998,9.985038214,24.50914305,65.50581873,11.15,91336763255,23601337,South America
Vietnam,1998,64.75930884,11.58417069,23.65652047,2.29,27209602050,75299660,Asia
West Bank and Gaza,1998,14.31061431,36.85337663,48.83582539,10.422,4067800000,2776568,Asia
"Yemen, Rep.",1998,56.87964513,10.8373365,32.28304637,10.829,6322175566,18446013,Asia
Zambia,1998,71.53388374,7.047838261,21.418278,12,3537741942,9482408,Africa
Zimbabwe,1998,63.85999671,12.77151671,23.36848658,6.39,6401968715,11594297,Africa
Albania,1999,50.69299322,12.57128307,36.7358163,20.835,3283941510,3108778,Europe
Algeria,1999,22.47505889,24.70893467,52.81599036,28.548,48640671735,30474354,Africa
Angola,1999,37.57213959,8.487976158,53.93988426,16.593,6152923310,15667235,Africa
Argentina,1999,12.06459439,20.98085368,66.95454485,14.05,2.84E+11,36794682,South America
Armenia,1999,56.02211772,13.66929033,30.30859195,11.2,1845482173,3167286,Europe
Australia,1999,4.933061619,22.08208436,72.98485402,6.876,3.90E+11,18812264,Oceania
Austria,1999,6.232945423,29.75754462,64.00950995,4.699,2.16E+11,7992324,Europe
Azerbaijan,1999,42.31393056,11.17262191,46.51344753,10.9,4581248567,7982750,Europe
"Bahamas, The",1999,4.032018591,16.71873991,79.24988703,7.45,7683870000,319614,North America
Bahrain,1999,1.705371602,28.17649323,70.11845333,1.115,7528469149,620989,Asia
Bangladesh,1999,61.42369687,9.840416946,28.73589743,3.087,51270569884,132108065,Asia
Barbados,1999,4.31320398,21.40579687,74.28099915,10.61,2951822205,262517,North America
Belarus,1999,19.89002711,33.66523541,46.44473748,12.8,12138243081,10026738,Europe
Belgium,1999,2.393020035,25.77116995,71.83581002,8.649,2.58E+11,10226419,Europe
Belize,1999,27.4714537,16.98958653,55.54035568,12.84,1000250000,233059,North America
Benin,1999,52.70574522,17.5970798,29.69717498,0.949,3677393999,7002818,Africa
Bhutan,1999,70.27273446,5.687831239,24.03985062,1.4,399311199.5,582579,Asia
Bolivia,1999,39.95023274,18.91144719,41.13832007,2.303,8285064435,8459806,South America
Bosnia and Herzegovina,1999,20.73205457,35.94207693,43.32577453,24.284,4686256363,4130305,Europe
Botswana,1999,20.28241682,21.70156861,58.01601457,18.236,5484263347,1641997,Africa
Brazil,1999,15.55604351,22.78325424,61.66070225,11.125,6.00E+11,171641543,South America
Brunei Darussalam,1999,1.477610857,21.56252268,76.95986646,5.434,6309070375,319411,Asia
Bulgaria,1999,13.76628795,34.04739027,52.18632178,14.1,13637098579,8210624,Europe
Burkina Faso,1999,86.0406343,4.044158167,9.915228854,2.549,3389566713,11574928,Africa
Burundi,1999,92.04916084,2.21794622,5.73293199,3.125,808077223.4,6337155,Africa
Cabo Verde,1999,30.59892328,17.29176013,52.1100643,13.13,592416703.1,446519,Africa
Cambodia,1999,74.89857866,7.26554523,17.83589461,0.726,3517242477,12265731,Asia
Cameroon,1999,67.16445044,9.514498248,23.32105132,7.601,11565826465,14525140,Africa
Canada,1999,2.805972984,23.1216178,74.07241597,7.583,6.78E+11,30401286,North America
Central African Republic,1999,75.77676484,6.869764759,17.35339419,5.411,999477510.7,3729450,Africa
Chad,1999,81.60800042,2.829448755,15.56255083,0.752,1534673583,8222705,Africa
Chile,1999,14.43377013,23.42279754,62.14345034,11.158,75578685736,15319313,South America
China,1999,50.09944622,23.00053636,26.90001727,3.25,1.10E+12,1252735000,Asia
Colombia,1999,18.95738232,18.2770471,62.76557059,20.06,86278947637,38454863,South America
Comoros,1999,58.57895747,14.07517931,27.34586322,4.546,382454989.9,525886,Africa
"Congo, Dem. Rep.",1999,74.31849662,7.602622241,18.07888114,3.22,4711259427,48912971,Africa
"Congo, Rep.",1999,44.33956468,22.47294199,33.18749333,20.11,2354772960,3032874,Africa
Costa Rica,1999,16.61146001,23.27965544,60.10888455,5.9,14254866285,3862101,North America
Cote d'Ivoire,1999,51.9445582,12.10820443,35.94723737,4.415,18870992456,17215935,Africa
Croatia,1999,16.91703334,29.2208907,53.86207596,13.559,23777026779,4512597,Europe
Cuba,1999,23.32004345,22.93450822,53.74544833,6.26,28364615200,11072230,North America
Cyprus,1999,4.664912492,24.34322652,70.99210621,5.532,10497907228,931234,Europe
Czechia,1999,5.253425446,40.61420029,54.13237426,8.702,65586562605,10283860,Europe
Denmark,1999,3.321635022,26.92495094,69.75341403,5.141,1.78E+11,5321799,Europe
Djibouti,1999,2.445862336,4.566547142,92.98759052,26.74,536080148.1,724218,Africa
Dominican Republic,1999,17.54439029,25.30124297,57.15436675,6.308,22136579397,8446208,North America
Ecuador,1999,27.37475988,23.18973463,49.43550549,4.658,19645272636,12470795,South America
"Egypt, Arab Rep.",1999,28.69987756,22.58137389,48.7187433,7.95,90710704807,71520954,Africa
El Salvador,1999,22.13614542,24.97535888,52.8884957,7.3,11284197000,5913900,North America
Equatorial Guinea,1999,63.44551511,9.887546601,26.66693829,7.954,621117885.7,667214,Africa
Eritrea,1999,68.16443245,8.782663069,23.05280297,5.553,688918537.1,2212780,Africa
Estonia,1999,8.588096368,31.62863304,59.78327059,11.573,5756912266,1390244,Europe
Eswatini,1999,18.40547099,25.31392014,56.28060887,23.837,1547888496,1030782,Africa
Ethiopia,1999,76.35541215,6.511615805,17.13297204,3.714,7892973532,65374561,Africa
Fiji,1999,20.1602056,17.85357876,61.98621564,4.702,1936459986,831828,Oceania
Finland,1999,6.380651943,27.72980868,65.88953937,11.693,1.35E+11,5165474,Europe
France,1999,4.242857125,26.29537766,69.46176103,11.981,1.49E+12,60501986,Europe
Gabon,1999,40.68643077,9.822946552,49.49095473,17.572,4662992036,1243016,Africa
"Gambia, The",1999,62.16968816,4.992692578,32.83736772,9.804,814724032.1,1415779,Africa
Georgia,1999,52.25329261,9.44648079,38.3002266,13.8,2800025883,4157192,Europe
Germany,1999,2.863906787,33.83505112,63.30103934,8.854,2.21E+12,82100243,Europe
Ghana,1999,54.94505495,13.9860103,31.06893476,10.1,7718109982,19149864,Africa
Greece,1999,17.37151832,22.98909902,59.63940595,12.138,1.37E+11,10761698,Europe
Guatemala,1999,38.67224543,22.86190281,38.46585176,2.567,18318412251,11422965,North America
Guinea,1999,71.65623816,5.426365831,22.91739601,4.509,5046806783,8265123,Africa
Guinea-Bissau,1999,61.87606986,9.993256654,28.1309465,3.539,579365780.1,1210206,Africa
Guyana,1999,26.1925741,23.79396431,50.01305366,11.802,694754988.3,764483,South America
Haiti,1999,52.04212965,10.69371346,37.2641919,7.2,4153725884,8151296,North America
Honduras,1999,35.0631851,22.04215884,42.89469893,3.85,6414520530,6400463,North America
"Hong Kong SAR, China",1999,0.329341669,23.54500807,76.12565026,6.25,1.66E+11,6606500,Asia
Hungary,1999,6.9538913,34.35334389,58.69276481,6.929,49160204397,10237530,Europe
Iceland,1999,8.916789881,23.14277549,67.94043463,2.178,8982047589,277381,Europe
India,1999,60.1915752,16.16734922,23.64107557,7.617,4.59E+11,1038225823,Asia
Indonesia,1999,45.17116424,17.62412221,37.20471464,6.358,1.40E+11,213004668,Asia
"Iran, Islamic Rep.",1999,23.09575775,30.74128179,46.16296046,11.173,1.14E+11,65445391,Asia
Iraq,1999,15.06390175,26.4353181,58.50079936,8.002,36881601584,23636527,Asia
Ireland,1999,8.641111919,28.30485543,63.05403265,5.804,98893958263,3754786,Europe
Israel,1999,2.368660128,24.87043597,72.7609039,11.183,1.21E+11,6125000,Asia
Italy,1999,5.421227449,32.37647238,62.20229534,11.681,1.26E+12,56916317,Europe
Jamaica,1999,20.5948183,17.98433337,61.42075526,6.825,8887057997,2589795,North America
Japan,1999,5.217257344,31.86419378,62.91855042,4.677,4.64E+12,126631000,Asia
Jordan,1999,4.270328412,20.44205951,75.28761208,13.761,8149929478,5276444,Asia
Kazakhstan,1999,36.58138789,16.23812484,47.18047235,13.46,16870817182,15455874,Asia
Kenya,1999,45.6551275,13.12875413,41.21612721,2.89,12896010459,29733408,Africa
"Korea, Rep.",1999,11.34381426,27.51195437,61.14423137,6.342,4.98E+11,46616677,Asia
Kuwait,1999,2.272753502,19.95263606,77.77472585,0.7,30122365849,1900030,Asia
Kyrgyz Republic,1999,52.38905152,11.55133291,36.05966035,1.743,1249061487,4840422,Asia
Lao PDR,1999,82.74012103,4.49559565,12.76428332,2.154,1454430642,5340784,Asia
Latvia,1999,17.49160606,25.7562648,56.75202782,13.79,7324192890,2390482,Europe
Lebanon,1999,6.196365395,23.56038523,70.24333637,8.745,17391056369,4255277,Asia
Lesotho,1999,47.96534231,22.37226297,29.66253065,16.226,912773681.1,2003234,Africa
Liberia,1999,52.97370983,10.30363328,36.72265689,2.19,441800000,2821684,Africa
Libya,1999,14.47157673,26.03373467,59.49476735,19.334,35975860857,5218038,Africa
Lithuania,1999,19.98888804,27.06999296,52.94105386,13.388,11022095814,3524238,Europe
Luxembourg,1999,1.952209375,21.98413724,76.06309127,2.39,21899317599,430475,Europe
"Macao SAR, China",1999,0.399963594,26.18168763,73.41834877,6.348,6547670439,427400,Asia
Madagascar,1999,78.67064602,8.501974731,12.82737925,5.823,4277903780,16000506,Africa
Malawi,1999,73.25164949,7.165409682,19.5829626,5.009,2584478924,11047804,Africa
Malaysia,1999,15.90433135,31.60081633,52.49486373,3.43,79148421053,22435531,Asia
Maldives,1999,15.5785578,20.52506795,63.89521772,1.71,589239753.6,277412,Asia
Mali,1999,66.80511195,7.813528819,25.38135923,1.364,3440724710,11227415,Africa
Malta,1999,2.154828412,32.5483247,65.29617055,6.327,4111891845,387578,Europe
Mauritania,1999,44.89427459,15.64762492,39.45826568,10.036,1985922776,2541698,Africa
Mauritius,1999,11.20108985,38.48486188,50.31404826,9.28,4402193195,1175267,Africa
Mexico,1999,20.22116252,25.65855852,54.12028169,2.598,6.31E+11,97115707,North America
Moldova,1999,48.89634729,13.64547913,37.45817358,11.14,1170782957,2930622,Europe
Mongolia,1999,49.48378982,15.53584516,34.98036501,5.848,1057408589,2356813,Asia
